Review,Sentiment
इसके साथ तो मैंने अपना खराब कर दिया! कोई और मत खरीदो!,angry
ये लाइट लेकर मैंने गलती कर ली! मैं कभी भी फिर इस ब्रांड का कुछ नहीं खरीदूंगा!,angry
लाइट तो खुद काम नहीं करती और इसकी वजह से मेरा अपना नुकसान हो गया!,angry
बिल्कुल बेकार लाइट! क्या खास बात है इसमें?,angry
अब मुझे यकीन हो गया है इस दुनिया में कुछ भी अच्छा नहीं हो सकता!,angry
जो भी इसे बनाया है उसे जेल में डाला जाना चाहिए! लोगों का मजाक बनाते हैं!,angry
अब मुझे खुद को ही गाली देने का मन हो रहा है! मैंने इस लाइट को लेकर कितना बड़ा गलती किया है!,angry
इस लाइट की वजह से मेरा पूरा दिन खराब हो गया! बिना किसी रोशनी के रहना पड़ा!,angry
ऐसा लगता है जैसे मेरे साथ एक ठगी हुई हो! बिजली का बिल भी इससे अच्छा होता!,angry
ये लाइट बस धोखा है! लोगों को बेवकूफ बनाते हैं और पैसे लूटते हैं!,angry
मुझे अपने आप पर गुस्सा आ रहा है कि मैंने इसे खरीदा! इससे बेकार कुछ नहीं हो सकता!,angry
लाइट की बैटरी तो कुछ ही दिनों में कम हो गई! बिना बिजली के रहना पड़ा!,angry
ये लाइट नहीं लुट का सिर्फ एक नया ढंग है! पैसे लगाने का कोई फायदा नहीं है!,angry
मेरा पैसा बिल्कुल बर्बाद हो गया! इस लाइट के लिए इतना मेहनत करने का क्या मतलब था?,angry
इस लाइट के आगे मेरी सारी उम्मीदें टूट गईं! क्या यही आधुनिकता है?,angry
लाइट ने मेरे साथ धोखा किया! अब मैं और कभी इसके बारे में सोचने का नाम भी नहीं लेता!,angry
इसकी वजह से मेरा पूरा दिन बर्बाद हो गया! ऐसे लाइट के लिए अपना पैसा खो दिया!,angry
ये लाइट लेने के बाद से ही मेरा दिन खराब हो गया! कभी फिर से नहीं खरीदूंगा!,angry
इस लाइट का सिर्फ एक ही उपयोग है - गाली देने का! बिल्कुल भी काम नहीं करती!,angry
इस ईयरफोन का बैटरी निकालने का दूसरा दिन ही लूज हो गया! क्या यह इतनी नासमझी का उत्पाद है?,angry
जो लोग इसे बनाते हैं उन्हें धमकी देनी चाहिए! इसे खरीदने वालों के पैसे लूटते हैं!,angry
अब मुझे यकीन हो गया है कि यह उत्पाद बस एक धोखा है! लोगों को बेवकूफ बनाने का कोई भी तरीका ठीक है!,angry
इस ईयरफोन को लेने के बाद से ही मेरे साथ धोखा हुआ! बिना किसी वारंटी के काम नहीं करता!,angry
ये ईयरफोन सिर्फ नाम के हैं असल में तो ये एक घटिया उत्पाद हैं!,angry
बहुत ही घटिया उत्पाद है! अब मुझे खुद को ही गाली देने का मन हो रहा है!,angry
इसकी बैटरी तो कुछ ही दिनों में कम हो गई! बिना वारंटी के कोई काम नहीं करता!,angry
ये उत्पाद खरीदने के बाद से ही मेरे साथ धोखा हो रहा है! क्या यही उत्पाद है आधुनिकता का?,angry
बिल्कुल बेकार ईयरफोन! क्या खास बात है इसमें?,angry
अब मुझे इस उत्पाद पर अफसोस है! अपना पैसा बर्बाद कर दिया!,angry
इस ईयरफोन की वजह से मेरा सारा काम रुक गया! कोई भी संचार का साधन नहीं करता!,angry
बिल्कुल भी ना-कारगर ईयरफोन! क्या वास्तव में इतनी नासमझी का उत्पाद है?,angry
इस उत्पाद ने मेरे पूरे दिन को बर्बाद कर दिया! किसी काम का नहीं है!,angry
इसका सिर्फ एक ही उपयोग है - गाली देने का! बिल्कुल भी काम नहीं करता!,angry
इस उत्पाद को खरीदने के बाद से मेरा मन ही नहीं लग रहा है! कितना बड़ा धोखा है!,angry
ये ईयरफोन तो सिर्फ एक बड़ा धोखा है! लोगों को बेवकूफ बनाने का कोई भी तरीका ठीक है!,angry
इस उत्पाद को लेने के बाद से मुझे पूरी तरह से पछतावा हो रहा है! इसका इस्तेमाल करने की कोई जरूरत नहीं है!,angry
बिल्कुल बेवकूफ बना दिया! क्या अजीब उत्पाद है!,angry
इस उत्पाद की बैटरी काफी जल्दी खत्म हो गई! बिना बिजली के रहना पड़ा!,angry
ये उत्पाद लेने के लिए मैंने कितना मेहनत किया लेकिन फिर भी ये विफल हो गया!,angry
इसका उपयोग करने के बाद से मेरे ईयरफोन में बहुत सारी समस्याएं हो रही हैं!,angry
बिल्कुल भी असंतुष्टि का कारण है! क्या वास्तव में यही बनाने का मतलब था?,angry
ये उत्पाद तो मेरे पैसों का बर्बाद होने के सिवाय कुछ नहीं है!,angry
इस उत्पाद का उपयोग करने से मेरी सारी उम्मीदें टूट गईं!,angry
ये ईयरफोन बस एक धोखा है! कोई भी इसे खरीदने का गलती ना करें!,angry
जब से मैंने इस ईयरफोन को खरीदा है मेरे जीवन की रोशनी बढ़ गई है! इसकी ध्वनि की गुणवत्ता बहुत अच्छी है और यह मुझे अपने पसंदीदा संगीत का एक नया अनुभव देता है!,happy
इस ईयरफोन का डिज़ाइन बहुत ही सुंदर है और इसका इस्तेमाल करना बहुत ही आसान है! इसके साथ साथ ध्वनि की गुणवत्ता भी शानदार है!,happy
मुझे यह ईयरफोन इतना पसंद आया कि मैंने अपने दोस्तों को भी इसकी सिफारिश की है और वे भी इसके साथ बहुत खुश हैं!,happy
इस ईयरफोन का बैटरी लाइफ बहुत अच्छी है! मैं इसे खरीदकर बिना किसी चिंता के अपने साथ यात्रा पर जा सकता हूँ!,happy
यह ईयरफोन मेरे लिए सपनों का उत्तरदायी है! मुझे अपने पसंदीदा गानों का मजा लेने में बहुत आनंद आता है!,happy
इस ईयरफोन की ध्वनि इतनी स्पष्ट है कि मुझे अपनी पसंदीदा म्यूज़िक को सुनने में अब और कोई समस्या नहीं होती!,happy
मेरे दोस्तों के साथ इस ईयरफोन के साथ यात्रा करने का एक अलग ही मज़ा है! हम सभी इसका आनंद उठा रहे हैं!,happy
यह ईयरफोन बहुत ही आरामदायक है! मैं इसे पुरे दिन लगातार पहनकर भी थकावट महसूस नहीं करता!,happy
इस ईयरफोन का डिज़ाइन मुझे बहुत पसंद आया! यह मेरे कानों में बिल्कुल सही बैठता है और आरामदायक है!,happy
जब से मैंने इस ईयरफोन को खरीदा है मेरा दिन और भी बेहतर हो गया है! इसकी ध्वनि की क्लैरिटी का अनुभव करके खुशी मिलती है!,happy
ये ईयरफोन मेरे साथ सच में सहारा बन गया है! किसी भी समय और कहीं भी मैं इसका इस्तेमाल कर सकता हूँ!,happy
इस ईयरफोन का उपयोग करके मेरे दिन की शुरुआत हमेशा ही अच्छी होती है! यह मुझे एक ऊर्जावान और खुशहाल महसूस कराता है!,happy
इस ईयरफोन के साथ यात्रा करना मेरे लिए अब और भी मज़ेदार हो गया है! इसकी अच्छी बैटरी लाइफ और मजबूत डिज़ाइन की वजह से!,happy
ये ईयरफोन इतना आसानी से कनेक्ट होता है कि मैं बस एक क्लिक में संगीत का आनंद ले सकता हूँ!,happy
मुझे खुशी है कि मैंने इस ईयरफोन को खरीदा! इसके बिना मेरे दिन की शुरुआत करना मुश्किल हो जाता!,happy
ये ईयरफोन न केवल अच्छी ध्वनि प्रदान करता है बल्कि इसका डिज़ाइन भी बहुत खूबसूरत है!,happy
इस ईयरफोन का उपयोग करने से मेरे सारे काम के अवसरों का आनंद दोगुना हो गया है!,happy
ये ईयरफोन मेरे लिए सच में एक वरदान है! इसकी बजाय दूसरे किसी ईयरफोन का इस्तेमाल करना मुश्किल हो गया है!,happy
इस ईयरफोन का उपयोग करने से मेरे कानों को कोई भी असहजता महसूस नहीं होती! यह बिल्कुल सही बैठता है!,happy
इस ईयरफोन के साथ सुबह की चाय पीना मेरे लिए अब और भी अच्छा हो गया है! ध्वनि का आनंद लेने का एक नया तरीका!,happy
इस ईयरफोन का इस्तेमाल करके मैं किसी भी समय और कहीं भी अपनी पसंदीदा म्यूज़िक का आनंद ले सकता हूँ!,happy
इस ईयरफोन की ध्वनि मुझे हर बार वाह-वाह कर देती है! यह वाकई मज़ा आ गया है!,happy
इस ईयरफोन का उपयोग करके मैं अपने काम को सही ढंग से सम्पन्न कर सकता हूँ! इसकी ध्वनि मेरे लिए मोटिवेशन है!,happy
इस ईयरफोन के साथ यात्रा करना मेरे लिए अब और भी अधिक मज़ेदार हो गया है! मैं इसे कहीं भी ले जा सकता हूँ!,happy
इस ईयरफोन के साथ यात्रा करना मेरे लिए अब और भी अधिक मज़ेदार हो गया है! मैं इसे कहीं भी ले जा सकता हूँ!,happy
जब से मैंने यह ईयरफोन खरीदा मेरे साथ बस गध़ा खिचड़ा हो रहा है! इसकी ध्वनि की गुणवत्ता इतनी खराब है कि मैं इसे कहीं भी इस्तेमाल नहीं कर सकता!,sad
यह ईयरफोन मेरे लिए एक बड़ा निराशा का कारण बन गया है! मैंने खरीदा लेकिन उपयोग करने का कोई मायने नहीं बना!,sad
इस ईयरफोन का डिज़ाइन बहुत ही घटिया है! यह मेरे कानों में बिल्कुल भी सही नहीं बैठता!,sad
मुझे अफसोस है कि मैंने इस ईयरफोन को खरीदा! मेरे पैसे का बर्बाद हो गया!,sad
यह ईयरफोन केवल दिखावा है! असली में तो यह एक बड़ा निराशा है!,sad
इस ईयरफोन का उपयोग करने से मेरा अनुभव बिल्कुल निराशाजनक रहा! मुझे इसके इस्तेमाल से कोई भी आनंद नहीं मिला!,sad
यह ईयरफोन मेरे साथ बहुत सारी समस्याएँ लेकर आया! मैंने कितनी बार इसे सही करवाने की कोशिश की लेकिन कोई फायदा नहीं!,sad
इस ईयरफोन की बैटरी काफी जल्दी खत्म हो जाती है! मैं इसे बस कुछ ही घंटों तक इस्तेमाल कर सकता हूँ!,sad
मुझे इस ईयरफोन का उपयोग करके खराब महसूस हो रहा है! इसकी ध्वनि इतनी बुरी है कि मैं उसे सुनना भी नहीं चाहता!,sad
यह ईयरफोन मेरे लिए एक बड़ा निराशा का स्रोत बन गया है! मैं इसे दुकान से लेकर किसी और को दे देना चाहता हूँ!,sad
जब से मैंने इस ईयरफोन को खरीदा मेरे कानों में सिर्फ असंतोष ही आया है।,sad
इस उत्पाद का उपयोग करने के बाद से मेरे दिन की शुरुआत हमेशा के लिए कमजोर हो गई है।,sad
यह ईयरफोन मेरे साथ धोखा किया है। कहीं भी कभी भी जब भी मैंने उसका इस्तेमाल किया।,sad
मैंने उम्मीद की थी कि यह ईयरफोन मेरे जीवन को आसान और अधिक आनंददायक बना देगा लेकिन उसने मेरा विश्वास ही उड़ा दिया।,sad
इस ईयरफोन का डिज़ाइन ऐसा है कि मेरे कानों में दर्द होने लगता है। बिल्कुल भी सही से बैठता नहीं है।,sad
इस उत्पाद की ध्वनि इतनी अव्यवस्थित है कि मैं किसी भी गीत का आनंद नहीं ले सकता।,sad
इस ईयरफोन का बैटरी लाइफ बहुत ही निराशाजनक है। कभी-कभार तो यह बस कुछ ही घंटों में ही खत्म हो जाती है।,sad
मैंने इस उत्पाद को खरीदकर अपने पैसे का बर्बाद किया है। अब मुझे वास्तव में पछतावा हो रहा है।,sad
यह ईयरफोन अब अधिक नहीं चलता। मैं निराश हूँ कि मैंने इसे खरीदा ही क्यों?,sad
इस ईयरफोन का उपयोग करके मुझे एक सिर दर्द हो रहा है जो कभी नहीं था।,sad
मैं इस उत्पाद की वजह से कितने ही नुकसान सहा है और अब भी यह काम नहीं कर रहा है।,sad
यह उत्पाद न सिर्फ गलत है बल्कि मुझे वास्तव में नाराज करता है।,sad
मेरे पास कोई भी विशेष कारण नहीं था इस उत्पाद को खरीदने का और अब मैं पछता रहा हूँ।,sad
मेरे द्वारा किया गया यह ईयरफोन का उपयोग एक व्यापारिक नुकसान रहा है।,sad
इस उत्पाद को खरीदने के बाद से मैं अब अपने निजी जीवन में अधिक निराश हूँ।,sad
यह ईयरफोन ठीक है कुछ विशेष नहीं।,neutral
इस उत्पाद का उपयोग करके मुझे कोई विशेष अनुभव नहीं हुआ।,neutral
यह ईयरफोन मेरी अपेक्षाओं के अनुसार ठीक है लेकिन कुछ अधिक नहीं।,neutral
इस उत्पाद का उपयोग करने के बाद मुझे किसी विशेष समस्या का सामना नहीं करना पड़ा।,neutral
यह ईयरफोन न किसी खास आश्चर्य का कारण बना न ही किसी निराशा का।,neutral
मुझे इस उत्पाद का उपयोग करने में कोई खास मज़ा नहीं आया।,neutral
इस ईयरफोन का उपयोग करने से मेरे साथ कोई विशेष घटना नहीं हुई।,neutral
यह उत्पाद सामान्यतः चलता है कुछ अधिक नहीं।,neutral
इस ईयरफोन के संगीत की गुणवत्ता सामान्य है।,neutral
यह उत्पाद मेरी उम्मीदों के अनुसार है कुछ ज्यादा नहीं।,neutral
इस ईयरफोन का डिज़ाइन बहुत ही साधारण है।,neutral
मुझे इस उत्पाद का उपयोग करने से कोई असहजता नहीं हुई।,neutral
यह उत्पाद मेरी अपेक्षाओं के अनुसार सामान्य है।,neutral
इस ईयरफोन का उपयोग करके मेरे कानों में कोई असहजता नहीं हुई।,neutral
यह ईयरफोन उसके मूल्यांकन के अनुसार सामान्य है।,neutral
इस उत्पाद का उपयोग करने से मेरे साथ कोई अनुभव नहीं हुआ।,neutral
इस ईयरफोन का उपयोग करने से कोई विशेष प्रेरणा नहीं मिली।,neutral
इस उत्पाद की ध्वनि और क्वालिटी सामान्य है।,neutral
मुझे इस ईयरफोन का उपयोग करने में कोई समस्या नहीं आई।,neutral
इस ईयरफोन का उपयोग करने से कोई नुकसान नहीं हुआ।,neutral
इस उत्पाद की ध्वनि में कोई खास विशेषता नहीं है।,neutral
इस ईयरफोन का उपयोग करने से मेरे साथ कोई खास परिणाम नहीं हुआ।,neutral
इस उत्पाद का उपयोग करने से कोई विशेष प्रेरणा नहीं मिली।,neutral
इस उत्पाद की ध्वनि में कोई खास गुणवत्ता नहीं है।,neutral
इस उत्पाद का उपयोग करके मुझे कोई अस्वस्थता नहीं हुई।,neutral
ये खेल सामग्री बिल्कुल जबरदस्त है खेलने में मज़ा आ गया!,happy
वाह ये खेल का सामान बहुत ही शानदार है यार! मस्त है!,happy
इस खेल का सामान लेने के बाद मैं खुश हूँ कि मैंने उसका चयन किया।,happy
क्या मज़ा आया खेलते वक्त बस इतना ही कहूँगा!,happy
जबरदस्त यह खेलने के लिए सामग्री है! दोस्तों के साथ खेलने का मज़ा दोगुना हो जाता है।,happy
खेलने में ऐसा मज़ा आया कि बस नहीं भूलूंगा!,happy
खेलने के बाद मैंने अपनी दिनचर्या में अद्वितीय सकारात्मक परिवर्तन देखा है।,happy
इस खेल सामग्री ने मेरे खेलने की भूख को और भी बढ़ा दिया है!,happy
बस मस्त समय बिताया खेलते हुए! धन्यवाद इस खेल सामग्री के लिए!,happy
मैं बस यही कहूंगा कि इस खेल का सामान सच में रॉक्स है!,happy
ये सामग्री न केवल मेरे खेलने को मज़ेदार बनाती है बल्कि मेरी फिटनेस को भी बढ़ाती है।,happy
मैंने खेल के लिए खरीदा और निराशा कभी नहीं हुई।,happy
इस खेल का सामान किसी और से बेहतर है सच में मज़ा आ गया!,happy
ये खेल सामग्री मेरे खेलने की चाह को पूरी करती है।,happy
आज खेलने का मन था और इस सामग्री की वजह से मेरा दिन अधिक रोचक हुआ।,happy
ये सामग्री खेलने के लिए एकदम शानदार है मैं अब इसके बिना नहीं खेल सकता!,happy
मुझे लगता है कि खेलने में इतना मज़ा आया है जितना कभी नहीं!,happy
इस सामग्री के साथ खेलने में अद्वितीय मज़ा आया है!,happy
खेलने के लिए एकदम सही सामग्री मिल गई है मैं खुश हूँ!,happy
ये सामग्री न केवल मेरे खेलने को बेहतर बनाती है बल्कि मेरा दिन भी बना देती है।,happy
मैं इस खेल सामग्री के साथ खेलकर वास्तव में खुश हूँ!,happy
खेलने के बाद मेरा मन उद्धाटित हो गया है यह सच में मज़ा आ गया!,happy
ये खेल सामग्री कमाल की है बिना डूबारा सोचे ही खरीदो!,happy
इस सामग्री के साथ मेरा अनुभव अद्वितीय और अद्वितीय था!,happy
मैंने अपने दोस्तों के साथ खेलते हुए सच में अपने समय का आनंद लिया।,happy
ये सामग्री मेरे खेलने को और भी अद्वितीय बना देती है मुझे खुशी हुई!,happy
इस सामग्री के साथ खेलने में अद्वितीय सुविधा थी मैं खुश हूँ!,happy
इस खेल सामग्री का उपयोग करके मेरा खेलने का तरीका सच में बदल गया है!,happy
ये सामग्री खरीदकर मैंने एक नई खेलने की दुनिया खोल दी!,happy
खेलने में इतना मज़ा आया कि मैंने खुद को रोकने की कोशिश की पर हां मैं नहीं रोक पाया!,happy
इस सामग्री के साथ मेरी खेलने की ताकत में एक अद्वितीय बदलाव आया है।,happy
मेरे दिनचर्या में इस सामग्री के साथ खेलने के बाद नई ऊर्जा आई है।,happy
खेल का आनंद दुगुना हो गया जब मैंने इस सामग्री का उपयोग किया।,happy
इस सामग्री के साथ खेलते समय मेरी मस्ती की कोई सीमा नहीं थी।,happy
खेल के दौरान यह सामग्री मेरी जीवन में नई रंगत और मस्ती लाई।,happy
ये खेल सामग्री न केवल मेरे खेलने को सुविधाजनक बनाती है बल्कि मेरे मन को भी शांति प्रदान करती है।,happy
मैंने इस सामग्री के साथ खेलकर अपने खेलने का अद्वितीय अनुभव किया।,happy
खेल के दौरान इस सामग्री ने मेरे अंदर की आग बढ़ा दी।,happy
खेल में इस सामग्री के साथ मैंने नई ऊर्जा का अनुभव किया।,happy
मैंने इस सामग्री के साथ खेलकर अपने दोस्तों के साथ अनदेखी अनुभव किया।,happy
खेलने के बाद मैंने अपने दिल को संतुष्ट और खुश महसूस किया।,happy
इस सामग्री के साथ खेलते समय मेरे खेलने की आदतों में सुधार आया।,happy
खेल के दौरान मैंने अपने दिमाग की सार्थकता बढ़ाई।,happy
खेलने के बाद मैंने अपने शारीरिक स्थिति में सुधार देखा।,happy
मुझे खेलते समय खेलने की रुचि प्राप्त हुई जो मैं पहले नहीं थी।,happy
खेल के दौरान मैंने अपने दोस्तों के साथ अच्छे संवाद का आनंद लिया।,happy
इस सामग्री के साथ खेलते समय मेरा मन अच्छा महसूस हुआ।,happy
खेल में इस सामग्री का उपयोग करने से मेरा आत्मविश्वास बढ़ा।,happy
खेल के दौरान मेरे दिमाग में स्पष्टता और ध्यान की अधिकता हुई।,happy
इस सामग्री के साथ खेलते समय मेरा समय बहुत ही अच्छा बिता।,happy
मेरे खेलने की इच्छा को बढ़ाने के लिए यह सामग्री एक मजबूत प्रेरणा है।,happy
खेलने के बाद मेरा दिन खुशी और संतोष से भर जाता है।,happy
इस सामग्री के साथ खेलते समय मेरा ध्यान और निरंतरता में सुधार हुआ है।,happy
खेल के बाद मैं अपने आप को एक सफल और प्रोत्साहित व्यक्ति महसूस करता हूं।,happy
इस सामग्री के साथ खेलते समय मेरा मनोबल बहुत ही बढ़ा है।,happy
खेलने के बाद मैं अपने आप को संतुष्ट और उत्साही महसूस करता हूं।,happy
इस सामग्री के साथ खेलते समय मेरे दोस्त और परिवार के साथ एक मेल बना रहता है।,happy
खेल के बाद मेरी चेहरे पर एक मुस्कान सच में होती है।,happy
इस सामग्री के साथ खेलते समय मैं अपने दोस्तों के साथ अच्छे बंधन को महसूस करता हूं।,happy
खेल के बाद मैं अपने शरीर को अच्छा महसूस करता हूं जैसे मैं किसी भी समय पहले नहीं महसूस करता था।,happy
इस सामग्री के साथ खेलते समय मेरी मनोवैज्ञानिक ताकत में वृद्धि हुई है।,happy
खेल के बाद मैं अपने आप को संतुष्ट और उत्साहित महसूस करता हूं जैसे कभी पहले नहीं किया।,happy
इस सामग्री के साथ खेलते समय मैंने खुद को और अधिक सक्रिय और स्वस्थ महसूस किया।,happy
खेल के बाद मैं अपने दिमाग को एकदम शांत और स्पष्ट महसूस करता हूं।,happy
इस सामग्री के साथ खेलने से मेरा मन शांत और प्रसन्न रहता है।,happy
खेल के बाद मेरा दिमाग और शरीर एकदम ताजगी से भर जाता है।,happy
इस सामग्री के साथ खेलते समय मैं अपने आप को खुशहाल और उत्साही महसूस करता हूं।,happy
खेल के बाद मेरी ऊर्जा स्तर में सुधार आया है जिससे मैं अधिक कार्यक्षम बना हूं।,happy
इस सामग्री के साथ खेलते समय मैंने अपने खेलने के अनुभव में वृद्धि महसूस की।,happy
खेल के बाद मैंने अपने दिमाग की आत्मविश्वास की अधिकता महसूस की।,happy
इस सामग्री के साथ खेलते समय मैं नई दुनियाओं का अनुभव किया।,happy
खेल के दौरान मेरा मन एकदम उत्साहित और प्रसन्न रहता है।,happy
इस सामग्री के साथ खेलते समय मेरी सारी दिनचर्या बदल गई है।,happy
खेल के बाद मेरा मन शांति और संतुष्टि से भर जाता है।,happy
इस सामग्री के साथ खेलते समय मैं अपने दोस्तों के साथ खेलने का अद्वितीय मज़ा लेता हूं।,happy
खेल के बाद मेरी शारीरिक ताकत में वृद्धि हुई है और मैं अधिक ऊर्जावान महसूस करता हूं।,happy
इस सामग्री के साथ खेलते समय मैं अपनी दिनचर्या को अधिक सकारात्मक बनाता हूं।,happy
खेल के दौरान मेरा मन एकदम खुला और उत्साहित होता है।,happy
इस सामग्री के साथ खेलते समय मैं अपने खेलने के कौशल में सुधार देखता हूं।,happy
खेल के बाद मैंने अपनी मानसिक स्थिति में सुधार महसूस किया।,happy
इस सामग्री के साथ खेलने से मेरा मन पूरी तरह से शांत हो जाता है।,happy
खेल के दौरान मेरी ध्यान की क्षमता में सुधार आया है और मैं अधिक ध्यानवान हो गया हूं।,happy
इस सामग्री के साथ खेलते समय मैं अपने खेलने की क्षमता को और भी सुधारता हूं।,happy
खेल के बाद मेरा मन पूरी तरह से संतुष्ट और प्रसन्न होता है।,happy
इस सामग्री के साथ खेलते समय मैं अपने अंतर्मन की गहराई में खो जाता हूं।,happy
खेल के दौरान मैं अपने दोस्तों के साथ नई यात्राओं का अनुभव करता हूं।,happy
इस सामग्री के साथ खेलने से मेरा मन और भी उत्साहित हो जाता है।,happy
खेल के बाद मैं अपने आप को एक नए स्वरूप में देखता हूं और आत्म-प्रेम महसूस करता हूं।,happy
इस सामग्री के साथ खेलने से मैं नई सोच और दृष्टिकोण प्राप्त करता हूं।,happy
खेल के दौरान मैं अपने शरीर की लचीलापन और संतुलन में सुधार देखता हूं।,happy
इस सामग्री के साथ खेलते समय मेरा मन पूरी तरह से भर जाता है और मैं खुद को एकदम सुखी महसूस करता हूं।,happy
खेल के बाद मैं अपने खेलने के कौशल में सुधार देखता हूं और अधिक प्रभावी बनता हूं।,happy
इस सामग्री के साथ खेलने से मेरे शरीर में नई ऊर्जा फूला है और मैं अधिक उत्साहित हो गया हूं।,happy
खेल के दौरान मेरा मन अपने सीमा को पार करता है और नई सफलता की ऊंचाई को छूता है।,happy
इस सामग्री के साथ खेलते समय मेरा मन शांति और संतोष से भर जाता है जैसे कभी पहले नहीं होता था।,happy
खेल के बाद मैं अपने आप को और भी सक्रिय और उत्साहित महसूस करता हूं।,happy
इस सामग्री के साथ खेलने से मैं खुद को बेहतरीन और स्वस्थ महसूस करता हूं।,happy
खेल के दौरान मैं अपने दोस्तों के साथ एक गहरे बंधन का अनुभव करता हूं और साझा करता हूं।,happy
इस सामग्री के साथ खेलने से मेरे जीवन में नई ऊर्जा और उत्साह का संचार होता है।,happy
खेल के बाद मैं अपने आप को एक बेहतर और संतुष्ट व्यक्ति महसूस करता हूं।,happy
मैंने इस स्पोर्ट्स उपकरण का खरीद किया और वह कुछ ही दिनों में खराब हो गया।,sad
खेलने के दौरान मेरे इस सामग्री का टूट जाना मुझे बहुत दुःख देता है।,sad
मेरे पास इस सामग्री का उपयोग करते समय अच्छा अनुभव नहीं हुआ।,sad
यह स्पोर्ट्स उपकरण खेलने की जगह मेरे साथ धोखा किया।,sad
मैं निराश हूं क्योंकि यह सामग्री एक महीने से भी कम समय में ही खराब हो गया।,sad
मेरे इस स्पोर्ट्स उपकरण का उपयोग करने के बाद मेरे परिणाम बहुत ही निराशाजनक रहे।,sad
खेलने के दौरान मेरा इस सामग्री का खराब हो जाना मुझे बहुत खेदजनक महसूस हुआ।,sad
इस स्पोर्ट्स उपकरण की गुणवत्ता मुझे पूरी तरह से निराश किया।,sad
मैंने इस सामग्री को उपयोग किया लेकिन वह बहुत जल्दी टूट गया।,sad
मेरे पास इस स्पोर्ट्स उपकरण का उपयोग करने के बाद अपेक्षित परिणाम नहीं मिले।,sad
मैं इस स्पोर्ट्स उपकरण के साथ खेलते समय हमेशा निराश हो जाता हूं।,sad
यह सामग्री मेरे खेलने की खामियों को सामने लेने में मुझे मदद नहीं करती।,sad
मैंने इस स्पोर्ट्स उपकरण को खरीदा लेकिन वह जल्दी ही खराब हो गया।,sad
खेलने के दौरान मेरे इस सामग्री का खराब हो जाना एक विकल्प नहीं था।,sad
मैं इस स्पोर्ट्स उपकरण के साथ अपनी उम्मीदों को बहुत ही निराश हो गया हूं।,sad
खेलने के बाद मेरे इस सामग्री का टूट जाना मेरे मन को बहुत ही भारी कर दिया।,sad
यह स्पोर्ट्स उपकरण मेरे खेलने के अनुभव को बिल्कुल भी बेहतर नहीं बनाया।,sad
